n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,idx,struct_fragility,dyn_fragility,syn_fragility,n_parity,n_affine,n_both_dep,mean_balance
8.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,3.0,0,22,0.85,0.9,1.0,0,2,3,0.3
7.0,5.0,1.0,2.0,0.0,1.0,0.0,16.0,0.0,7.0,1,23,0.9,0.8,1.0,0,3,2,0.2
6.0,2.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,24,0.85,0.8,1.0,0,2,3,0.7
6.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,6.0,0,25,0.95,1.0,1.0,0,4,1,0.1
7.0,3.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,1.0,0,26,0.7,0.9,1.0,1,3,3,0.4
7.0,5.0,1.0,2.0,0.0,1.0,0.0,16.0,0.0,7.0,0,27,0.9,1.0,1.0,0,3,2,0.2
5.0,0.0,0.0,1.0,0.0,1.0,1.0,4.0,0.0,1.0,0,28,0.75,0.6,1.0,1,4,2,0.5
5.0,3.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,29,0.95,0.8,1.0,0,4,1,0.3
7.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,0.0,1.0,0,30,0.9,0.85,1.0,0,3,2,0.2
8.0,5.0,1.0,2.0,0.0,1.0,1.0,18.0,0.0,2.0,0,31,0.7,0.95,1.0,1,3,3,0.2
7.0,3.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,5.0,0,32,0.85,0.7,1.0,0,2,3,0.5
7.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,33,0.7,1.0,1.0,1,3,3,0.4
7.0,3.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,4.0,0,34,0.85,0.95,1.0,0,2,3,0.5
9.0,5.0,0.0,3.0,0.0,1.0,2.0,16.0,0.0,2.0,0,35,0.65,0.95,1.0,1,2,4,0.3
6.0,3.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,36,0.75,0.85,1.0,1,4,2,0.3
8.0,5.0,0.0,2.0,0.0,1.0,3.0,18.0,0.0,3.0,0,37,0.7,0.95,1.0,1,3,3,0.2
5.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,38,0.9,0.65,1.0,0,3,2,0.6
10.0,5.0,1.0,3.0,0.0,1.0,2.0,16.0,0.0,2.0,1,39,0.45,0.85,1.0,2,2,5,0.3
8.0,5.0,1.0,3.0,0.0,1.0,3.0,12.0,0.0,2.0,0,40,0.85,0.9,1.0,0,2,3,0.3
10.0,5.0,1.0,4.0,0.0,1.0,1.0,12.0,0.0,1.0,0,41,0.6,0.9,1.0,1,1,5,0.4
8.0,4.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,6.0,0,42,0.85,0.8,1.0,0,2,3,0.3
5.0,2.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,43,0.9,0.6,1.0,0,3,2,0.6
9.0,5.0,1.0,2.0,0.0,1.0,0.0,12.0,0.0,3.0,1,44,0.5,1.0,1.0,2,3,4,0.2
6.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,0,45,0.75,0.95,1.0,1,4,2,0.3
7.0,3.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,2.0,0,46,0.85,0.9,1.0,0,2,3,0.5
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,47,0.9,0.7,1.0,0,3,2,0.4
10.0,5.0,1.0,5.0,1.0,1.0,1.0,12.0,0.0,2.0,0,48,0.75,0.95,1.0,0,0,5,0.5
10.0,5.0,1.0,5.0,1.0,1.0,1.0,14.0,0.0,3.0,0,49,0.75,0.85,1.0,0,0,5,0.5
9.0,4.0,0.0,2.0,0.0,1.0,2.0,14.0,0.0,4.0,0,50,0.5,1.0,1.0,2,3,4,0.2
7.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,0,51,0.75,0.85,1.0,1,4,2,0.1
8.0,4.0,0.0,4.0,0.0,1.0,1.0,12.0,0.0,1.0,0,52,0.8,0.9,1.0,0,1,4,0.6
8.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,53,0.65,0.75,1.0,1,2,4,0.5
7.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,0.0,2.0,0,54,0.7,0.75,1.0,1,3,3,0.4
8.0,4.0,0.0,4.0,0.0,1.0,1.0,11.0,0.0,3.0,0,55,0.8,0.95,1.0,0,1,4,0.6
4.0,2.0,0.0,1.0,0.0,1.0,2.0,4.0,0.0,2.0,0,56,0.95,0.8,1.0,0,4,1,0.5
8.0,4.0,0.0,4.0,0.0,1.0,2.0,9.0,0.0,1.0,0,57,0.8,0.95,1.0,0,1,4,0.6
10.0,5.0,1.0,5.0,1.0,1.0,2.0,10.0,0.0,1.0,1,58,0.75,0.9,1.0,0,0,5,0.5
8.0,4.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,0,59,0.7,0.85,1.0,1,3,3,0.2
8.0,5.0,1.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,0,60,0.85,0.9,1.0,0,2,3,0.3
9.0,5.0,1.0,3.0,0.0,1.0,0.0,18.0,0.0,11.0,1,61,0.65,0.95,1.0,1,2,4,0.3
7.0,4.0,0.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,0,62,0.85,0.8,1.0,0,2,3,0.5
6.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,4.0,0,63,0.75,0.8,1.0,1,4,2,0.3
8.0,5.0,0.0,3.0,0.0,1.0,0.0,18.0,0.0,4.0,0,64,0.85,0.95,1.0,0,2,3,0.3
6.0,3.0,0.0,1.0,0.0,1.0,0.0,6.0,0.0,5.0,0,65,0.75,0.7,1.0,1,4,2,0.3
8.0,4.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,0,66,0.85,0.9,1.0,0,2,3,0.3
8.0,5.0,1.0,2.0,0.0,1.0,1.0,18.0,0.0,6.0,0,67,0.7,1.0,1.0,1,3,3,0.2
8.0,4.0,0.0,3.0,0.0,1.0,2.0,10.0,0.0,2.0,0,68,0.85,1.0,1.0,0,2,3,0.3
7.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,0,69,0.85,0.8,1.0,0,2,3,0.5
7.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,1.0,0,70,0.85,0.8,1.0,0,2,3,0.5
9.0,4.0,0.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,0,71,0.65,0.9,1.0,1,2,4,0.3
6.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0,72,0.75,0.95,1.0,1,4,2,0.3
8.0,4.0,0.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,0,73,0.65,0.9,1.0,1,2,4,0.5
6.0,3.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,2.0,0,74,0.9,0.55,1.0,0,3,2,0.4
10.0,5.0,1.0,4.0,0.0,1.0,2.0,14.0,0.0,3.0,1,75,0.6,1.0,1.0,1,1,5,0.4
9.0,5.0,1.0,4.0,0.0,1.0,0.0,12.0,0.0,4.0,0,76,0.8,0.85,1.0,0,1,4,0.4
10.0,4.0,0.0,4.0,0.0,1.0,1.0,12.0,0.0,1.0,0,77,0.6,0.85,1.0,1,1,5,0.4
8.0,3.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,0,78,0.8,0.7,1.0,0,1,4,0.6
8.0,5.0,1.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,79,0.85,0.75,1.0,0,2,3,0.3
8.0,3.0,0.0,3.0,0.0,1.0,1.0,9.0,0.0,1.0,0,80,0.65,0.95,1.0,1,2,4,0.5
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,81,0.9,0.85,1.0,0,3,2,0.6
9.0,4.0,0.0,3.0,0.0,1.0,2.0,11.0,0.0,1.0,0,82,0.65,0.95,1.0,1,2,4,0.3
8.0,3.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,4.0,0,83,0.65,0.9,1.0,1,2,4,0.5
6.0,3.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,7.0,0,84,0.6,0.7,1.0,2,5,2,0.2
9.0,4.0,0.0,3.0,0.0,1.0,2.0,12.0,0.0,2.0,0,85,0.65,0.8,1.0,1,2,4,0.3
10.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,4.0,0,86,0.45,0.85,1.0,2,2,5,0.3
8.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,3.0,0,87,0.65,0.75,1.0,1,2,4,0.5
7.0,3.0,0.0,3.0,0.0,1.0,0.0,7.0,0.0,4.0,0,88,0.85,0.9,1.0,0,2,3,0.5
9.0,5.0,1.0,3.0,0.0,1.0,2.0,14.0,0.0,3.0,0,89,0.65,1.0,1.0,1,2,4,0.3
7.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,0,90,0.85,0.9,1.0,0,2,3,0.5
8.0,4.0,0.0,3.0,0.0,1.0,1.0,8.0,0.0,3.0,0,91,0.85,0.85,1.0,0,2,3,0.3
10.0,5.0,1.0,3.0,0.0,1.0,2.0,16.0,0.0,4.0,1,92,0.45,1.0,1.0,2,2,5,0.3
9.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,2.0,0,93,0.65,0.7,1.0,1,2,4,0.3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,94,0.9,1.0,1.0,0,3,2,0.4
8.0,5.0,1.0,2.0,0.0,1.0,1.0,18.0,0.0,5.0,1,95,0.7,1.0,1.0,1,3,3,0.2
8.0,4.0,0.0,2.0,0.0,1.0,1.0,12.0,0.0,1.0,0,96,0.5,0.85,1.0,2,3,4,0.4
5.0,1.0,0.0,2.0,0.0,1.0,1.0,5.0,0.0,1.0,0,97,0.9,1.0,1.0,0,3,2,0.6
7.0,4.0,0.0,1.0,0.0,1.0,2.0,12.0,0.0,2.0,0,98,0.75,0.75,1.0,1,4,2,0.1
9.0,5.0,1.0,3.0,0.0,1.0,1.0,20.0,0.0,4.0,1,99,0.65,0.95,1.0,1,2,4,0.3
7.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,0,100,0.85,0.8,1.0,0,2,3,0.5
5.0,2.0,0.0,1.0,0.0,1.0,2.0,6.0,0.0,2.0,0,101,0.95,0.95,1.0,0,4,1,0.3
6.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,102,0.85,0.75,1.0,0,2,3,0.7
7.0,5.0,0.0,2.0,0.0,1.0,0.0,16.0,0.0,4.0,0,103,0.9,0.8,1.0,0,3,2,0.2
7.0,4.0,0.0,3.0,0.0,1.0,0.0,14.0,0.0,6.0,0,104,0.85,1.0,1.0,0,2,3,0.5
8.0,5.0,1.0,3.0,0.0,1.0,0.0,12.0,0.0,5.0,0,105,0.85,0.8,1.0,0,2,3,0.3
5.0,4.0,0.0,1.0,0.0,1.0,1.0,16.0,0.0,1.0,0,106,0.95,0.85,1.0,0,4,1,0.3
7.0,3.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,2.0,0,107,0.85,0.85,1.0,0,2,3,0.5
8.0,4.0,0.0,3.0,0.0,1.0,1.0,11.0,0.0,1.0,0,108,0.85,0.9,1.0,0,2,3,0.3
8.0,5.0,1.0,2.0,0.0,1.0,1.0,16.0,0.0,6.0,1,109,0.7,0.85,1.0,1,3,3,0.2
7.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,1.0,0,110,0.7,0.8,1.0,1,3,3,0.4
9.0,5.0,1.0,2.0,0.0,1.0,2.0,18.0,0.0,3.0,1,111,0.5,1.0,1.0,2,3,4,0.2
8.0,5.0,1.0,3.0,0.0,1.0,2.0,12.0,0.0,3.0,0,112,0.85,0.7,1.0,0,2,3,0.3
7.0,2.0,0.0,3.0,0.0,1.0,1.0,5.0,0.0,1.0,0,113,0.85,0.8,1.0,0,2,3,0.5
7.0,4.0,0.0,3.0,0.0,1.0,1.0,14.0,0.0,1.0,0,114,0.85,0.95,1.0,0,2,3,0.5
9.0,4.0,0.0,3.0,0.0,1.0,0.0,12.0,0.0,4.0,0,115,0.65,0.8,1.0,1,2,4,0.3
7.0,3.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,3.0,0,116,0.9,0.7,1.0,0,3,2,0.2
7.0,3.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,1.0,0,117,0.85,0.85,1.0,0,2,3,0.5
10.0,5.0,1.0,4.0,0.0,1.0,1.0,16.0,0.0,1.0,1,118,0.6,0.9,1.0,1,1,5,0.4
7.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,4.0,0,119,0.85,0.6,1.0,0,2,3,0.5
7.0,4.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.0,0,120,0.75,0.8,1.0,1,4,2,0.1
8.0,3.0,0.0,4.0,0.0,1.0,1.0,6.0,0.0,1.0,0,121,0.8,0.65,1.0,0,1,4,0.6
8.0,4.0,0.0,2.0,0.0,1.0,2.0,12.0,0.0,3.0,0,122,0.5,0.9,1.0,2,3,4,0.4
8.0,3.0,0.0,4.0,0.0,1.0,1.0,9.0,0.0,1.0,0,123,0.8,0.75,1.0,0,1,4,0.6
7.0,3.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,3.0,0,124,0.9,0.6,1.0,0,3,2,0.2
10.0,4.0,0.0,5.0,1.0,1.0,2.0,9.0,0.0,2.0,0,125,0.75,0.85,1.0,0,0,5,0.5
10.0,5.0,1.0,3.0,0.0,1.0,2.0,16.0,0.0,7.0,1,126,0.45,0.95,1.0,2,2,5,0.3
9.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,127,0.65,0.8,1.0,1,2,4,0.3
7.0,5.0,1.0,2.0,0.0,1.0,3.0,20.0,0.0,3.0,0,128,0.9,0.9,1.0,0,3,2,0.2
8.0,4.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,5.0,0,129,0.85,0.85,1.0,0,2,3,0.3
7.0,4.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,130,0.7,0.75,1.0,1,3,3,0.4
10.0,5.0,1.0,5.0,1.0,1.0,0.0,13.0,0.0,7.0,1,131,0.75,0.9,1.0,0,0,5,0.5
7.0,4.0,0.0,1.0,0.0,1.0,2.0,16.0,0.0,4.0,0,132,0.55,0.7,1.0,2,4,3,0.3
7.0,3.0,0.0,3.0,0.0,1.0,1.0,6.0,0.0,1.0,0,133,0.85,0.8,1.0,0,2,3,0.5
7.0,3.0,0.0,1.0,0.0,1.0,2.0,8.0,0.0,2.0,0,134,0.75,0.6,1.0,1,4,2,0.1
8.0,3.0,0.0,4.0,0.0,1.0,0.0,8.0,0.0,4.0,0,135,0.8,0.8,1.0,0,1,4,0.6
5.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,136,0.9,0.6,1.0,0,3,2,0.6
7.0,4.0,0.0,1.0,0.0,1.0,0.0,12.0,0.0,9.0,0,137,0.75,1.0,1.0,1,4,2,0.1
9.0,4.0,0.0,4.0,0.0,1.0,1.0,8.0,0.0,1.0,0,138,0.8,0.8,1.0,0,1,4,0.4
10.0,4.0,0.0,5.0,1.0,1.0,1.0,7.0,0.0,1.0,0,139,0.75,0.85,1.0,0,0,5,0.5
9.0,4.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,3.0,0,140,0.65,0.8,1.0,1,2,4,0.3
8.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,3.0,0,141,0.85,1.0,1.0,0,2,3,0.3
7.0,4.0,0.0,0.0,0.0,0.0,2.0,8.0,0.0,2.0,0,142,0.6,0.6,1.0,2,5,2,0.0
8.0,3.0,0.0,3.0,0.0,1.0,2.0,8.0,0.0,2.0,0,143,0.65,0.95,1.0,1,2,4,0.5
8.0,4.0,0.0,2.0,0.0,1.0,1.0,14.0,0.0,1.0,0,144,0.7,1.0,1.0,1,3,3,0.2
10.0,5.0,1.0,4.0,0.0,1.0,2.0,13.0,0.0,3.0,0,145,0.6,0.9,1.0,1,1,5,0.4
2.0,0.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0,1.0,0,146,0.95,0.85,1.0,0,4,1,0.9
7.0,3.0,0.0,3.0,0.0,1.0,1.0,7.0,0.0,1.0,0,147,0.85,0.95,1.0,0,2,3,0.5
10.0,5.0,1.0,4.0,0.0,1.0,1.0,14.0,0.0,3.0,1,148,0.6,0.95,1.0,1,1,5,0.4
8.0,4.0,0.0,3.0,0.0,1.0,2.0,9.0,0.0,1.0,0,149,0.85,0.8,1.0,0,2,3,0.3
8.0,4.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,2.0,0,150,0.7,0.9,1.0,1,3,3,0.2
9.0,4.0,0.0,4.0,0.0,1.0,0.0,10.0,0.0,5.0,0,151,0.8,0.9,1.0,0,1,4,0.4
7.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,152,0.7,1.0,1.0,1,3,3,0.4
4.0,2.0,0.0,0.0,0.0,0.0,1.0,8.0,0.0,1.0,0,153,0.8,0.8,1.0,1,5,1,0.4
8.0,5.0,1.0,2.0,0.0,1.0,0.0,16.0,0.0,4.0,1,154,0.7,0.85,1.0,1,3,3,0.2
5.0,4.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,3.0,0,155,0.95,0.85,1.0,0,4,1,0.3
6.0,2.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,156,0.7,0.75,1.0,1,3,3,0.6
8.0,4.0,0.0,2.0,0.0,1.0,1.0,9.0,0.0,4.0,0,157,0.7,0.75,1.0,1,3,3,0.2
9.0,5.0,1.0,3.0,0.0,1.0,0.0,20.0,0.0,4.0,1,158,0.65,0.85,1.0,1,2,4,0.3
8.0,3.0,0.0,3.0,0.0,1.0,3.0,7.0,0.0,2.0,0,159,0.85,0.75,1.0,0,2,3,0.3
4.0,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,1.0,0,160,0.9,0.7,1.0,0,3,2,0.8
9.0,5.0,1.0,2.0,0.0,1.0,2.0,20.0,0.0,3.0,1,161,0.5,1.0,1.0,2,3,4,0.2
5.0,1.0,0.0,2.0,0.0,1.0,1.0,4.0,0.0,1.0,0,162,0.9,1.0,1.0,0,3,2,0.6
7.0,3.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,4.0,0,163,0.7,0.75,1.0,1,3,3,0.4
8.0,4.0,0.0,1.0,0.0,1.0,0.0,16.0,0.0,14.0,0,164,0.55,0.8,1.0,2,4,3,0.1
9.0,4.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,1.0,0,165,0.8,0.95,1.0,0,1,4,0.4
10.0,5.0,1.0,4.0,0.0,1.0,1.0,15.0,0.0,2.0,0,166,0.6,0.95,1.0,1,1,5,0.4
10.0,4.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,5.0,0,167,0.6,0.95,1.0,1,1,5,0.4
10.0,5.0,1.0,3.0,0.0,1.0,2.0,16.0,0.0,3.0,1,168,0.45,0.95,1.0,2,2,5,0.3
7.0,4.0,0.0,3.0,0.0,1.0,3.0,9.0,0.0,2.0,0,169,0.85,0.8,1.0,0,2,3,0.5
10.0,5.0,1.0,3.0,0.0,1.0,1.0,16.0,0.0,4.0,1,170,0.45,1.0,1.0,2,2,5,0.3
9.0,5.0,1.0,4.0,0.0,1.0,0.0,12.0,0.0,6.0,1,171,0.8,0.8,1.0,0,1,4,0.4
10.0,5.0,1.0,2.0,0.0,1.0,0.0,12.0,0.0,2.0,1,172,0.3,0.9,1.0,3,3,5,0.2
9.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,5.0,0,173,0.5,1.0,1.0,2,3,4,0.2
8.0,4.0,0.0,3.0,0.0,1.0,0.0,9.0,0.0,4.0,0,174,0.85,0.75,1.0,0,2,3,0.3
10.0,5.0,1.0,5.0,1.0,1.0,0.0,17.0,0.0,4.0,1,175,0.75,0.85,1.0,0,0,5,0.5
7.0,4.0,0.0,1.0,0.0,1.0,1.0,12.0,0.0,7.0,0,176,0.75,0.8,1.0,1,4,2,0.1
9.0,4.0,0.0,4.0,0.0,1.0,1.0,10.0,0.0,1.0,0,177,0.8,0.75,1.0,0,1,4,0.4
6.0,3.0,0.0,2.0,0.0,1.0,1.0,6.0,0.0,1.0,0,178,0.9,0.9,1.0,0,3,2,0.4
7.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,2.0,0,179,0.55,0.8,1.0,2,4,3,0.3
8.0,4.0,0.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,0,180,0.85,0.8,1.0,0,2,3,0.3
7.0,3.0,0.0,1.0,0.0,1.0,1.0,8.0,0.0,7.0,0,181,0.75,0.6,1.0,1,4,2,0.1
9.0,5.0,1.0,4.0,0.0,1.0,0.0,16.0,0.0,7.0,1,182,0.8,0.85,1.0,0,1,4,0.4
8.0,3.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,1.0,0,183,0.65,0.85,1.0,1,2,4,0.5
9.0,4.0,0.0,4.0,0.0,1.0,1.0,9.0,0.0,2.0,0,184,0.8,0.8,1.0,0,1,4,0.4
9.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,4.0,0,185,0.65,0.9,1.0,1,2,4,0.3
8.0,5.0,1.0,3.0,0.0,1.0,2.0,12.0,0.0,1.0,1,186,0.85,0.95,1.0,0,2,3,0.3
7.0,2.0,0.0,2.0,0.0,1.0,1.0,7.0,0.0,1.0,0,187,0.7,0.9,1.0,1,3,3,0.4
8.0,5.0,1.0,2.0,0.0,1.0,2.0,16.0,0.0,3.0,0,188,0.7,0.95,1.0,1,3,3,0.2
7.0,3.0,0.0,2.0,0.0,1.0,2.0,9.0,0.0,2.0,0,189,0.7,0.8,1.0,1,3,3,0.4
7.0,2.0,0.0,3.0,0.0,1.0,0.0,6.0,0.0,4.0,0,190,0.85,0.95,1.0,0,2,3,0.5
9.0,5.0,1.0,4.0,0.0,1.0,1.0,13.0,0.0,1.0,1,191,0.8,0.95,1.0,0,1,4,0.4
8.0,4.0,0.0,4.0,0.0,1.0,0.0,9.0,0.0,4.0,0,192,0.8,0.95,1.0,0,1,4,0.6
10.0,5.0,1.0,3.0,0.0,1.0,2.0,15.0,0.0,1.0,1,193,0.45,1.0,1.0,2,2,5,0.3
7.0,4.0,0.0,2.0,0.0,1.0,2.0,10.0,0.0,2.0,0,194,0.9,0.9,1.0,0,3,2,0.2
6.0,3.0,0.0,2.0,0.0,1.0,2.0,8.0,0.0,2.0,0,195,0.9,0.8,1.0,0,3,2,0.4
7.0,4.0,0.0,3.0,0.0,1.0,1.0,10.0,0.0,3.0,0,196,0.85,0.8,1.0,0,2,3,0.5
9.0,5.0,1.0,4.0,0.0,1.0,1.0,12.0,0.0,2.0,1,197,0.8,0.95,1.0,0,1,4,0.4
8.0,4.0,0.0,4.0,0.0,1.0,1.0,9.0,0.0,1.0,0,198,0.8,0.7,1.0,0,1,4,0.6
7.0,3.0,0.0,2.0,0.0,1.0,1.0,10.0,0.0,1.0,0,199,0.7,0.95,1.0,1,3,3,0.4
7.0,4.0,0.0,3.0,0.0,1.0,1.0,12.0,0.0,1.0,0,200,0.85,0.8,1.0,0,2,3,0.5
7.0,4.0,0.0,3.0,0.0,1.0,0.0,10.0,0.0,4.0,0,201,0.85,0.7,1.0,0,2,3,0.5
6.0,4.0,0.0,2.0,0.0,1.0,1.0,8.0,0.0,1.0,0,202,0.9,0.9,1.0,0,3,2,0.4
7.0,4.0,0.0,2.0,0.0,1.0,0.0,12.0,0.0,4.0,0,203,0.7,0.75,1.0,1,3,3,0.4
9.0,5.0,1.0,2.0,0.0,1.0,2.0,20.0,0.0,8.0,1,204,0.5,1.0,1.0,2,3,4,0.2
8.0,5.0,1.0,2.0,0.0,1.0,0.0,18.0,0.0,5.0,1,205,0.7,1.0,1.0,1,3,3,0.2
9.0,4.0,0.0,4.0,0.0,1.0,1.0,12.0,0.0,1.0,0,206,0.8,0.7,1.0,0,1,4,0.4
8.0,5.0,1.0,3.0,0.0,1.0,3.0,20.0,0.0,3.0,0,207,0.85,0.85,1.0,0,2,3,0.3
