idx,n,density,noise,ergodic,psi,i,log2_kappa,H_pi,h_pi,phi_mean,phi_max,phi_wms,stochastic_interaction,total_correlation,causal_density,integrated_synergy,tdmi
235,4,0.8,0.0,0,2.813721875540867,1.186278124459133,4.0,1.186278124459133,0.0,0.0,0.0,-0.5435644431995963,2.5849394142282115e-26,0.7817052717566702,0.0,-0.5435644431995963,1.186278124459133
236,4,0.8,0.0,0,1.2665414066556502,2.73345859334435,4.0,2.73345859334435,0.0,0.2155870467654375,1.0,0.7012050593046015,3.455628961139066,0.8945864862827562,0.33442587714843647,-0.7822535340397485,2.73345859334435
237,4,0.8,0.0,0,2.4693609377704338,1.5306390622295665,4.0,1.5306390622295665,0.0,0.0,0.0,-0.337290066617014,0.5419396538997635,0.46993054590997274,0.06875187227103081,-0.4097076025698281,1.5306390622295662
238,4,0.8,0.0,0,0.875,3.125,4.0,3.125,0.0,0.1111111111111111,1.0,0.0070708711534197555,2.9657345945125515,0.20098947490551122,0.10407185047003843,-0.16510959773179756,3.125
239,4,0.8,0.0,0,3.3314355568004035,0.6685644431995964,4.0,0.6685644431995964,0.0,0.0,0.0,-0.5435644431995963,0.0,1.2994189530162066,0.0,-0.5435644431995963,0.6685644431995963
240,4,0.8,0.05,1,1.725995909559907,1.128416261976268,5.145587828463825,2.274004090440093,1.1455878284638248,0.018436339149628063,0.294981426394049,0.11100137184181857,1.2911418298124078,0.3620487898675231,0.12233200935491412,-0.18012617680460574,1.1284162619777445
241,4,0.8,0.05,1,1.5298855349415947,1.3245266365945798,5.145587828463825,2.470114465058405,1.145587828463825,2.9444734097872904e-16,3.4233657319656957e-15,0.10744011796868846,0.31851160830639724,0.004147860528799008,0.023372385535569303,0.028059720308394296,1.3245266365943802
242,4,0.8,0.05,1,2.125360929104016,0.7290512424321594,5.145587828463825,1.874639070895984,1.1455878284638246,0.01851355632018292,0.29621690112292665,0.2943957237299295,0.39611693896412814,0.00017604091060308136,0.023257450270209038,0.16889109063358398,0.7290512424321557
243,4,0.8,0.05,1,2.4926856694073614,0.36172650212881297,5.1455878284638255,1.5073143305926384,1.1455878284638255,3.000806102456455e-17,4.801289763930328e-16,0.019044441806581713,0.6357156379036832,0.31995361275543455,0.05864234631612353,-0.04192290072201427,0.361726502129974
244,4,0.8,0.05,1,0.7271072817959432,2.1273048897402314,5.145587828463825,3.2728927182040564,1.145587828463825,1.6431619937700486e-16,1.1047834939914438e-15,-0.07425184374123162,1.4668806282915974,0.5872136499157965,0.11360326745101,-0.3947413540426403,2.1273048897402442
245,4,0.8,0.05,1,1.21412464605189,1.640287525484285,5.145587828463825,2.78587535394811,1.1455878284638248,0.11412990650968446,1.5084646278208191,0.2676457170720259,1.5066365236363612,0.032362060396405656,0.0623800291517951,0.15169849033821492,1.6402875254844096
246,4,0.8,0.05,1,2.113716964493827,0.7406952070423476,5.145587828463825,1.8862830355061724,1.1455878284638248,9.253833553599441e-18,7.403066842879553e-17,0.28031717692838015,0.8249952228734512,0.25035234789656924,0.05737148696649008,-0.07098433373130442,0.740695207043631
247,4,0.8,0.05,1,1.7240270864452474,1.130385085090928,5.1455878284638255,2.275972913554753,1.145587828463825,0.0,0.0,0.09878204232015242,0.588400827543661,0.08863119247043594,0.046545084522565235,-0.04826945679560657,1.1303850850911568
248,4,0.8,0.05,1,1.1592241614896286,1.6951880100465464,5.145587828463825,2.840775838510371,1.1455878284638248,1.865009822572416e-16,2.9840157161158657e-15,0.20571904995508972,0.8411563782539646,0.1195796097371411,0.03392044968689695,0.0923963567520607,1.6951880100466838
249,4,0.8,0.05,1,1.0812582544366522,1.7731539170995223,5.145587828463825,2.9187417455633473,1.145587828463825,2.2494022741173043e-16,1.1590125513245734e-15,-0.3228895827219598,1.0158789262186465,1.030702021155204,0.06262441064815479,-0.5820402208234099,1.773153917099366
250,4,0.8,0.05,1,1.1360409702902534,1.7183712012459211,5.145587828463825,2.863959029709746,1.145587828463825,2.7424449596990106e-16,2.4959071249147854e-15,0.12987119850416362,1.5478000114988735,0.08230001263832332,0.10780816830631884,0.04117123008919488,1.7183712012459094
251,4,0.8,0.05,1,2.6681137440023206,0.18629842753385484,5.145587828463825,1.3318862559976794,1.1455878284638246,0.01985086727088327,0.3176138763341323,0.012601973303817748,0.1871981286484663,0.0012720794718010797,0.014748979901909614,0.0018030613549673002,0.1862984275354617
252,4,0.8,0.05,1,1.6874510380168473,1.1669611335193273,5.145587828463825,2.3125489619831523,1.145587828463825,1.3461028450169292e-16,1.2074167878068048e-15,0.07558400448298885,0.2654294528003933,0.10615606981947012,0.019730456800938923,-0.04307993271836197,1.166961133519424
253,4,0.8,0.05,1,2.6573760343183706,0.19703613721780489,5.1455878284638255,1.34262396568163,1.145587828463825,0.0198508672708834,0.3176138763341323,0.016344126263666072,0.19519179958466837,0.0024459579224296313,0.015531838711473567,-0.0002069449157412473,0.1970361372194464
254,4,0.8,0.05,1,1.022551841951129,1.831860329585046,5.145587828463825,2.9774481580488708,1.1455878284638248,0.0,0.0,-0.11059245795592099,1.1274176642446625,0.8891711590258424,0.09399212096338268,-0.34429444863128333,1.8318603295852753
255,4,0.8,0.2,1,0.42358450784147017,0.6887031126090806,6.887712379549449,3.57641549215853,2.8877123795494493,0.003635686524734154,0.058170984395746465,0.3902117619342695,0.7094527292732007,0.03156643619404864,0.0525216191517768,-0.0022728667453438822,0.6887031126090903
256,4,0.8,0.2,1,0.4519399980101375,0.6603476224404132,6.887712379549449,3.5480600019898625,2.8877123795494493,2.831855898417115e-17,1.1765813270826666e-16,0.5180094305643371,0.687579867936261,0.09775543194470959,0.013863868663402055,0.37199166825063,0.6603476224404163
257,4,0.8,0.2,1,0.685857363682147,0.4264302567684055,6.887712379549449,3.314142636317854,2.8877123795494484,6.415556517358246e-17,2.0656856044751101e-16,0.06129998314406443,0.117302179755852,0.007262171816233121,0.006654928707236961,0.030273911149411886,0.4264302567684268
258,4,0.8,0.2,1,0.41122742814552415,0.7010601923050257,6.887712379549449,3.5887725718544754,2.8877123795494497,0.0,0.0,0.23809844542793818,0.3987752609144253,0.060016750745011116,0.0274235151840497,-0.005886682967915946,0.7010601923050273
259,4,0.8,0.2,1,0.09237113005125153,1.0199164903992992,6.887712379549449,3.9076288699487485,2.8877123795494493,0.20561471983183402,0.8332147570024097,0.8283634773429458,1.0203113574988052,0.03229914810830925,0.013158037085008562,0.34799529991033573,1.0199164903992988
260,4,0.8,0.2,1,0.40198950860036753,0.7102981118501832,6.887712379549449,3.5980104913996325,2.8877123795494493,0.003635686524734154,0.058170984395746465,0.44008841732192294,0.6671192921968463,0.010936786909217844,0.028932311968866906,0.11377528531315717,0.7102981118501945
261,4,0.8,0.2,1,0.28326987820405947,0.8290177422464913,6.887712379549449,3.7167301217959405,2.8877123795494493,0.005253882261176591,0.042031058089412265,0.4397938179895594,0.7889986190289,0.03398611986759903,0.04122403751706496,0.05200693631510639,0.8290177422464957
262,4,0.8,0.2,1,0.596049208056439,0.5162384123941108,6.887712379549449,3.4039507919435605,2.8877123795494497,5.9049336475851016e-18,9.447893836136163e-17,0.35523670389854256,0.47726551897649605,0.006633016031427186,0.014430819933400693,0.23518796367849776,0.5162384123941113
263,4,0.8,0.2,1,0.0595991617401177,1.052688458710434,6.887712379549449,3.9404008382598827,2.887712379549449,0.021943941217959374,0.22840316803794117,0.4529065168295241,0.9330900993066717,0.05782109372597777,0.04781532688084231,0.19802580018890537,1.052688458710438
264,4,0.8,0.2,1,0.6858573636821461,0.4264302567684046,6.887712379549449,3.314142636317854,2.8877123795494493,2.164477367442512e-18,3.463163787908019e-17,0.07201734358287515,0.361452182463716,0.0072621718162326765,0.015466584376144704,0.04328325948049816,0.426430256768427
265,4,0.8,0.2,1,0.41514470910806445,0.6971429113424863,6.887712379549449,3.5848552908919356,2.8877123795494493,1.751837555570527e-17,9.071650276290031e-17,0.1175722380822613,0.5603133018268309,0.25115297095714606,0.05050000813549785,-0.08905799644760781,0.697142911342492
266,4,0.8,0.2,1,0.758962311812498,0.353325308638051,6.887712379549449,3.241037688187501,2.88771237954945,5.726066944114459e-18,3.5905305822093645e-17,0.15965947818405823,0.3093858027371108,0.052802127681740085,0.02143018086303003,0.01502386516034071,0.3533253086382058
267,4,0.8,0.2,1,0.09561854227550803,1.0166690781750445,6.887712379549449,3.904381457724493,2.8877123795494484,0.10210965159343251,0.20421930318686501,0.4605252679497689,1.1122876204505503,0.09561854227550715,0.07517162667895523,0.1320926034593649,1.0166690781750445
268,4,0.8,0.2,1,0.3233084498979588,0.7889791705525919,6.887712379549449,3.676691550102041,2.8877123795494493,0.002731134709085157,0.04369815534536251,0.13836111051006172,0.7787223051661418,0.03455400607254511,0.03901387596865068,0.014274036930962741,0.7889791705526108
269,4,0.8,0.2,1,0.43735041213844505,0.6749372083121057,6.887712379549449,3.562649587861555,2.8877123795494493,0.007559880930193268,0.12095809488309228,0.2739972171370362,0.6921800836453231,0.10362718961219342,0.05201210652876918,-0.001350727059305279,0.674937208312149
