idx,n_edges,n_bidir,strongly_connected,syn_sum,syn_min,syn_max,n_fixed,n_reachable,invertible,max_period,triadic,max_phi
1446,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1447,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1448,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1449,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1450,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1451,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1452,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1453,5,3,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1454,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1455,6,4,1,0.5,0.0,0.5,0,4,0,4,0,0.000000
1456,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1457,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1458,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1459,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1460,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1461,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1462,5,3,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1463,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1464,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1465,4,3,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1466,3,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1467,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1468,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1469,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1470,6,4,1,1.0,0.0,1.0,2,4,0,2,0,0.000000
1471,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1472,6,4,1,0.5,0.0,0.5,0,4,0,4,0,0.000000
1473,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1474,3,0,0,0.5,0.0,0.5,1,2,0,1,0,0.000000
1475,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1476,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1477,4,2,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1478,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1479,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1480,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1481,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1482,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1483,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1484,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1485,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1486,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1487,5,3,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1488,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1489,6,4,1,1.0,0.0,1.0,0,4,0,4,0,0.000000
1490,5,3,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1491,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1492,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1493,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1494,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1495,6,4,1,0.5,0.0,0.5,0,4,0,4,0,0.000000
1496,6,4,1,1.0,0.0,1.0,1,4,0,1,0,0.000000
1497,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1498,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1499,3,1,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1500,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1501,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1502,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1503,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1504,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1505,5,3,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1506,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1507,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1508,4,2,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1509,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1510,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1511,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1512,2,1,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
1513,5,3,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1514,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1515,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1516,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1517,3,2,0,0.0,0.0,0.0,2,4,0,2,0,0.000000
1518,6,4,1,0.5,0.0,0.5,2,4,0,2,0,0.000000
1519,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1520,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1521,6,4,1,0.5,0.0,0.5,2,4,0,2,1,0.471679
1522,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1523,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1524,4,2,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1525,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1526,5,3,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1527,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1528,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1529,4,2,0,1.0,0.0,1.0,1,4,0,1,0,0.000000
1530,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1531,5,3,0,0.5,0.0,0.5,1,4,0,1,0,0.000000
1532,5,3,0,0.5,0.0,0.5,0,4,0,4,0,0.000000
1533,6,4,1,0.0,0.0,0.0,2,4,0,2,1,0.250000
1534,4,2,0,1.0,0.0,1.0,2,4,0,2,0,0.000000
1535,4,2,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1536,5,3,0,0.5,0.0,0.5,2,4,0,2,0,0.000000
1537,5,3,0,1.0,0.0,1.0,0,4,0,4,0,0.000000
1538,3,0,0,1.0,0.0,1.0,1,2,0,1,0,0.000000
1539,4,3,0,0.0,0.0,0.0,1,4,0,1,0,0.000000
